Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year,Boro,BORO_NM
3-02106-7501,96 ROCKWELL PLACE,FORT GREENE,R4-CONDOMINIUM,37,1920.0,37829,960478,363915.0,596563,4612997.0,2015,3,BROOKLYN
3-02106-7502,29 FLATBUSH AVENUE,FORT GREENE,RR-CONDOMINIUM,326,2012.0,288587,5841001,2040310.0,3800691,28421000.0,2015,3,BROOKLYN
3-02111-7501,1 HANSON PLACE,FORT GREENE,R4-CONDOMINIUM,190,1927.0,206022,4293498,1318541.0,2974957,22351004.0,2015,3,BROOKLYN
3-02120-7501,381 CARLTON AVENUE,FORT GREENE,R4-CONDOMINIUM,27,2003.0,38798,853556,403499.0,450057,3411001.0,2015,3,BROOKLYN
3-02129-7502,42 BROADWAY,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,31,2000.0,60569,1023616,292548.0,731068,5263007.0,2015,3,BROOKLYN
3-02129-7508,20 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,1920.0,23760,468785,177250.0,291535,2169998.0,2015,3,BROOKLYN
3-02132-7503,170 BROADWAY,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2003.0,11981,241657,112621.0,129036,963998.0,2015,3,BROOKLYN
3-02133-7501,159 SOUTH 8 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2004.0,23520,487805,190747.0,297058,2231004.0,2015,3,BROOKLYN
3-02134-7502,450 KENT AVENUE,WILLIAMSBURG-SOUTH,R9-CONDOMINIUM,140,2003.0,171432,3809219,1176024.0,2633195,19992000.0,2015,3,BROOKLYN
3-02134-7503,440 KENT AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,135,2003.0,191889,4256098,1107200.0,3148898,23892006.0,2015,3,BROOKLYN
3-02147-7501,131 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,19,1900.0,29440,730701,335910.0,394791,3043997.0,2015,3,BROOKLYN
3-02147-7505,134 SOUTH 9 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,36,1997.0,45801,620146,212517.0,407629,2766001.0,2015,3,BROOKLYN
3-02147-7506,150 SOUTH 9 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,1924.0,26935,561595,262347.0,299248,2250000.0,2015,3,BROOKLYN
3-02152-7501,293 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,4,1995.0,9696,205070,104911.0,100159,755000.0,2015,3,BROOKLYN
3-02165-7503,570 WYTHE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,48,2001.0,67712,1476799,446899.0,1029900,7800001.0,2015,3,BROOKLYN
3-02173-7501,149 TAYLOR STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,1900.0,25704,438767,236734.0,202033,1459998.0,2015,3,BROOKLYN
3-02183-7501,202 DIVISION AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1998.0,13669,289236,86525.0,202711,1526002.0,2015,3,BROOKLYN
3-02200-7501,234 KEAP STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1999.0,19680,420758,129298.0,291460,2199000.0,2015,3,BROOKLYN
3-02204-7502,616 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004.0,20000,527800,248600.0,279200,2167999.0,2015,3,BROOKLYN
3-02234-7502,262 HEYWARD STREET,WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,1999.0,25904,673504,210340.0,463164,3590001.0,2015,3,BROOKLYN
3-02237-7511,118 HARRISON AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001.0,26819,532089,153405.0,378684,2820996.0,2015,3,BROOKLYN
3-02298-7501,170 WEST 11 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,28,2006.0,24885,722660,334952.0,387708,3039006.0,2015,3,BROOKLYN
3-02349-7501,53 NORTH 3 STREET,WILLIAMSBURG-NORTH,RR-CONDOMINIUM,113,2009.0,142836,5694871,2406787.0,3288084,26242000.0,2015,3,BROOKLYN
3-02363-7501,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,152,2008.0,138830,3076473,949597.0,2126876,16142004.0,2015,3,BROOKLYN
3-02363-7502,58 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,50,2008.0,63705,1400236,568249.0,831987,6306000.0,2015,3,BROOKLYN
3-02378-7501,66 NORTH 1 STREET,WILLIAMSBURG-NORTH,R4-CONDOMINIUM,21,1910.0,30434,626332,298558.0,327774,2458002.0,2015,3,BROOKLYN
3-02383-7501,98 HAVEMEYER STREET,WILLIAMSBURG-NORTH,R2-CONDOMINIUM,24,2002.0,28440,739440,288950.0,450490,3491002.0,2015,3,BROOKLYN
3-02393-7501,186 GRAND STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,9,2008.0,8185,150850,34704.0,116146,853000.0,2015,3,BROOKLYN
3-02396-7501,275 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,26,2007.0,13950,237848,66960.0,170888,1233993.0,2015,3,BROOKLYN
3-02403-7501,330 WYTHE AVENUE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,74,1914.0,126785,2136327,541372.0,1594955,11477994.0,2015,3,BROOKLYN
3-02408-7502,241 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,15,2004.0,15000,320100,167850.0,152250,1147999.0,2015,3,BROOKLYN
3-02408-7503,242 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,23,1911.0,24306,617372,158961.0,458411,3544998.0,2015,3,BROOKLYN
3-02408-7504,132 HAVEMEYER STREET,WILLIAMSBURG-SOUTH,RR-CONDOMINIUM,16,1910.0,11220,203643,105917.0,97726,2127000.0,2015,3,BROOKLYN
3-02415-7501,29 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,24,2009.0,26059,665547,238440.0,427107,3304000.0,2015,3,BROOKLYN
3-02417-7501,120 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,17,2004.0,23760,492782,207900.0,284882,2138998.0,2015,3,BROOKLYN
3-02417-7503,117 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,8,2004.0,9079,192747,91244.0,101503,765000.0,2015,3,BROOKLYN
3-02419-7501,200 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,30,2005.0,30086,858955,404055.0,454900,3561003.0,2015,3,BROOKLYN
3-02456-7502,400 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,RR-CONDOMINIUM,11,2009.0,7291,156757,74149.0,82608,624000.0,2015,3,BROOKLYN
3-02465-7501,442 SOUTH 5 STREET,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,10,2004.0,11756,237354,118971.0,118383,885000.0,2015,3,BROOKLYN
3-02469-7501,24 DUNHAM PLACE,WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,2005.0,13881,275677,115351.0,160326,1195000.0,2015,3,BROOKLYN
3-02521-7501,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2-CONDOMINIUM,16,2001.0,19238,424390,224123.0,200267,1518999.0,2015,3,BROOKLYN
3-02563-7502,112 GREENPOINT AVENUE,GREENPOINT,R4-CONDOMINIUM,10,2009.0,6650,195909,90839.0,105070,824000.0,2015,3,BROOKLYN
3-02618-7501,86 MESEROLE AVENUE,GREENPOINT,R2-CONDOMINIUM,15,1910.0,13686,392378,203785.0,188593,1477000.0,2015,3,BROOKLYN
3-02697-7501,297 DRIGGS AVENUE,GREENPOINT,R4-CONDOMINIUM,14,2007.0,9084,192762,81574.0,111188,838000.0,2015,3,BROOKLYN
3-02698-7501,49 ENGERT AVENUE,GREENPOINT,R2-CONDOMINIUM,24,2005.0,30886,477189,142384.0,334805,2359005.0,2015,3,BROOKLYN
3-02700-7501,21 BROOME STREET,GREENPOINT,R4-CONDOMINIUM,36,2007.0,47216,1029781,380089.0,649692,4922000.0,2015,3,BROOKLYN
3-02719-7501,450 MANHATTAN AVENUE,GREENPOINT,R4-CONDOMINIUM,24,2006.0,29021,712466,278892.0,433574,3338001.0,2015,3,BROOKLYN
3-02749-7503,143 SKILLMAN AVENUE,WILLIAMSBURG-EAST,RR-CONDOMINIUM,19,2011.0,19105,547358,262885.0,284473,2227000.0,2015,3,BROOKLYN
3-02758-7501,88 CONSELYEA STREET,WILLIAMSBURG-EAST,R2-CONDOMINIUM,8,2004.0,7474,161513,46339.0,115174,869999.0,2015,3,BROOKLYN
3-02758-7502,92 CONSELYEA STREET,WILLIAMSBURG-EAST,R2-CONDOMINIUM,8,2004.0,7587,131786,41653.0,90133,653001.0,2015,3,BROOKLYN
3-02788-7501,147 MAUJER STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2009.0,23172,371679,61869.0,309810,2202998.0,2015,3,BROOKLYN
3-02829-7501,117 KINGSLAND AVENUE,GREENPOINT,R2-CONDOMINIUM,10,2007.0,8761,189325,45032.0,144293,1091000.0,2015,3,BROOKLYN
3-02857-7504,96 WOODPOINT ROAD,WILLIAMSBURG-EAST,R2-CONDOMINIUM,10,2005.0,9082,196262,56308.0,139954,1058001.0,2015,3,BROOKLYN
3-02893-7502,234 SKILLMAN AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,62,2004.0,52916,1300675,509581.0,791094,6097004.0,2015,3,BROOKLYN
3-02907-7501,94 MASPETH AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,88,2007.0,103921,2301850,709780.0,1592070,12077985.0,2015,3,BROOKLYN
3-03032-7501,390 LORIMER STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,28,2006.0,34277,732842,193665.0,539177,4068000.0,2015,3,BROOKLYN
3-03040-7501,25 MESEROLE STREET,WILLIAMSBURG-EAST,R2-CONDOMINIUM,16,2006.0,8496,189716,75784.0,113932,865993.0,2015,3,BROOKLYN
3-03049-7501,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2008.0,13263,226267,52256.0,174011,1256999.0,2015,3,BROOKLYN
3-03054-7503,228 BUSHWICK AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,30,2009.0,22089,502746,231272.0,271474,2068005.0,2015,3,BROOKLYN
3-03063-7501,204 MONTROSE AVENUE,WILLIAMSBURG-EAST,R2-CONDOMINIUM,8,1920.0,9500,205770,67165.0,138605,1048003.0,2015,3,BROOKLYN
3-03150-7501,41 MELROSE STREET,BUSHWICK,R2-CONDOMINIUM,16,2006.0,14500,324075,166460.0,157615,1198002.0,2015,3,BROOKLYN
3-03151-7502,591 BUSHWICK AVENUE,BUSHWICK,RR-CONDOMINIUM,58,2009.0,75719,2118618,651941.0,1466677,11455000.0,2015,3,BROOKLYN
3-03155-7501,184 NOLL STREET,BUSHWICK,R9-CONDOMINIUM,32,2009.0,31998,951941,440932.0,511009,4013000.0,2015,3,BROOKLYN
3-03194-7501,1009 BROADWAY,BUSHWICK,R4-CONDOMINIUM,10,1987.0,14008,338994,115706.0,223288,1716000.0,2015,3,BROOKLYN
3-03235-7503,318 KNICKERBOCKER AVENUE,BUSHWICK,R4-CONDOMINIUM,49,1899.0,48022,1090580,599315.0,491265,3740994.0,2015,3,BROOKLYN
3-03238-7501,101 WYCKOFF AVENUE,WYCKOFF HEIGHTS,R4-CONDOMINIUM,29,1925.0,34292,862444,243816.0,618628,4777002.0,2015,3,BROOKLYN
3-03248-7502,1610 DE KALB AVENUE,WYCKOFF HEIGHTS,R4-CONDOMINIUM,15,2005.0,12951,339057,100888.0,238169,1847001.0,2015,3,BROOKLYN
3-03290-7501,404 HARMAN STREET,WYCKOFF HEIGHTS,R2-CONDOMINIUM,16,2006.0,19620,455184,158333.0,296851,2268004.0,2015,3,BROOKLYN
3-03328-7501,358 GROVE STREET,WYCKOFF HEIGHTS,R4-CONDOMINIUM,59,2007.0,42358,1007273,314296.0,692977,5295003.0,2015,3,BROOKLYN
3-03366-7501,1449 BROADWAY,BUSHWICK,R2-CONDOMINIUM,27,1899.0,26330,655090,244342.0,410748,5765000.0,2015,3,BROOKLYN
3-03977-7501,509 GLENMORE AVENUE,EAST NEW YORK,R2-CONDOMINIUM,12,2011.0,12606,263213,56727.0,206486,1552000.0,2015,3,BROOKLYN
3-04091-7501,679 NEW LOTS AVENUE,EAST NEW YORK,RR-CONDOMINIUM,87,2011.0,110724,2225552,1142672.0,1082880,8087000.0,2015,3,BROOKLYN
3-04414-7501,971 JEROME STREET,EAST NEW YORK,R4-CONDOMINIUM,542,1990.0,425720,6113339,3593077.0,2520262,17398980.0,2015,3,BROOKLYN
3-04515-7501,902 DREW STREET,EAST NEW YORK,RR-CONDOMINIUM,582,1988.0,465036,7524282,3966757.0,3557525,25358000.0,2015,3,BROOKLYN
3-04660-7501,900 LENOX ROAD,FLATBUSH-NORTH,R4-CONDOMINIUM,31,2007.0,27508,583995,201634.0,382361,2882012.0,2015,3,BROOKLYN
3-04793-7502,523 BROOKLYN AVENUE,FLATBUSH-NORTH,R2-CONDOMINIUM,16,2004.0,24834,452227,172596.0,279631,2048004.0,2015,3,BROOKLYN
3-04837-7501,337 LENOX ROAD,FLATBUSH-NORTH,R4-CONDOMINIUM,20,2008.0,25780,511991,123744.0,388247,2893000.0,2015,3,BROOKLYN
3-05042-7501,59 HAWTHORNE STREET,FLATBUSH-LEFFERTS GARDEN,R4-CONDOMINIUM,20,2007.0,22300,562406,200700.0,361706,2794995.0,2015,3,BROOKLYN
3-05054-7501,353 OCEAN AVENUE,FLATBUSH-CENTRAL,R4-CONDOMINIUM,55,1930.0,55638,680453,289874.0,390579,2563001.0,2015,3,BROOKLYN
3-05054-7502,161 WOODRUFF AVENUE,FLATBUSH-CENTRAL,R9-CONDOMINIUM,31,1929.0,31625,454768,185955.0,268813,1854999.0,2015,3,BROOKLYN
3-05060-7502,34 CROOKE AVENUE,FLATBUSH-CENTRAL,R4-CONDOMINIUM,23,2007.0,32503,684838,219070.0,465768,3507002.0,2015,3,BROOKLYN
3-05174-7501,480 STRATFORD ROAD,FLATBUSH-CENTRAL,RR-CONDOMINIUM,15,2013.0,26700,607959,315060.0,292899,509750.0,2015,3,BROOKLYN
3-05259-7501,101 PROSPECT PARK SOUTHWE,WINDSOR TERRACE,R4-CONDOMINIUM,15,2004.0,11425,286082,101340.0,184742,1426003.0,2015,3,BROOKLYN
3-05267-7501,138 SEELEY STREET,WINDSOR TERRACE,R2-CONDOMINIUM,9,2007.0,13577,230945,87029.0,143916,1038000.0,2015,3,BROOKLYN
3-05273-7501,35 EAST 4 STREET,WINDSOR TERRACE,R2-CONDOMINIUM,6,2005.0,4800,106512,34176.0,72336,548999.0,2015,3,BROOKLYN
3-05281-7501,3001 FT HAMILTON PARKWAY,WINDSOR TERRACE,R4-CONDOMINIUM,9,2007.0,12196,305388,160987.0,144401,1113998.0,2015,3,BROOKLYN
3-05322-7501,346 CONEY ISLAND AVENUE,KENSINGTON,R4-CONDOMINIUM,59,2006.0,115005,1771077,878638.0,892439,6278002.0,2015,3,BROOKLYN
3-05328-7501,150 OCEAN PARKWAY,KENSINGTON,R4-CONDOMINIUM,26,2002.0,29800,497362,182972.0,314390,2259003.0,2015,3,BROOKLYN
3-05339-7501,235 OCEAN PARKWAY,KENSINGTON,R4-CONDOMINIUM,14,2007.0,14535,303345,96658.0,206687,1553002.0,2015,3,BROOKLYN
3-05347-7501,3801 15 AVENUE,BOROUGH PARK,R2-CONDOMINIUM,22,1983.0,33224,529923,205989.0,323934,2302014.0,2015,3,BROOKLYN
3-05347-7501,3802 15 AVENUE,BOROUGH PARK,R2-CONDOMINIUM,22,1983.0,33224,484738,193031.0,291707,2021998.0,2015,3,BROOKLYN
3-05364-7501,4007 15 AVENUE,BOROUGH PARK,R2-CONDOMINIUM,12,1982.0,18993,420505,183472.0,237033,1798001.0,2015,3,BROOKLYN
3-05374-7501,400 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,22,1989.0,19110,341114,151542.0,189572,1381999.0,2015,3,BROOKLYN
3-05398-7501,734 EAST 5 STREET,OCEAN PARKWAY-NORTH,R2-CONDOMINIUM,8,2005.0,8340,180478,56545.0,123933,937000.0,2015,3,BROOKLYN
3-05400-7501,597 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,44,2008.0,43528,927582,295990.0,631592,4763002.0,2015,3,BROOKLYN
3-05400-7502,640 DITMAS AVENUE,OCEAN PARKWAY-NORTH,R2-CONDOMINIUM,39,1922.0,30619,485924,234235.0,251689,1787011.0,2015,3,BROOKLYN
3-05416-7501,4111 18 AVENUE,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,10,2007.0,18585,298475,140688.0,157787,1123001.0,2015,3,BROOKLYN
3-05423-7501,702 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,15,2004.0,16424,537886,263112.0,274774,2173999.0,2015,3,BROOKLYN
3-05424-7501,215 PARKVILLE AVENUE,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,12,2006.0,11495,292318,106329.0,185989,1438002.0,2015,3,BROOKLYN
3-05462-7501,1901 51 STREET,BOROUGH PARK,R2-CONDOMINIUM,26,1927.0,28960,462781,140166.0,322615,2293001.0,2015,3,BROOKLYN
3-05462-7501,1900 51 STREET,BOROUGH PARK,R2-CONDOMINIUM,25,1923.0,25229,496254,232864.0,263390,1958997.0,2015,3,BROOKLYN
3-05468-7501,1845 52 STREET,BOROUGH PARK,R4-CONDOMINIUM,32,1926.0,70664,851501,423984.0,427517,2790003.0,2015,3,BROOKLYN
3-05468-7501,1840 52 STREET,BOROUGH PARK,R4-CONDOMINIUM,28,1927.0,49800,666822,309258.0,357564,2416999.0,2015,3,BROOKLYN
3-05468-7502,1850 52 STREET,BOROUGH PARK,R2-CONDOMINIUM,48,1927.0,105996,1335550,665655.0,669895,4440002.0,2015,3,BROOKLYN
3-05468-7502,1865 52 STREET,BOROUGH PARK,R2-CONDOMINIUM,24,1926.0,52998,808749,293609.0,515140,3617002.0,2015,3,BROOKLYN
3-05468-7503,5120 19 AVENUE,BOROUGH PARK,R4-CONDOMINIUM,28,1931.0,60000,1104600,545400.0,559200,4103999.0,2015,3,BROOKLYN
3-05472-7502,1602 52 STREET,BOROUGH PARK,R2-CONDOMINIUM,2,1988.0,4192,68078,24942.0,43136,308000.0,2015,3,BROOKLYN
3-05495-7501,2131 57 STREET,BOROUGH PARK,R2-CONDOMINIUM,24,2001.0,52632,931586,405266.0,526320,3830002.0,2015,3,BROOKLYN
3-05550-7501,6410 BAY PARKWAY,BOROUGH PARK,R4-CONDOMINIUM,14,2006.0,15300,317475,140148.0,177327,1330994.0,2015,3,BROOKLYN
3-05553-7501,1766 65 STREET,BENSONHURST,R4-CONDOMINIUM,10,2008.0,18983,467172,140095.0,327077,2518999.0,2015,3,BROOKLYN
3-05561-7501,1837 67 STREET,BENSONHURST,R2-CONDOMINIUM,7,2009.0,7849,196068,84298.0,111770,862001.0,2015,3,BROOKLYN
3-05583-7501,929 40 STREET,BOROUGH PARK,R4-CONDOMINIUM,20,2006.0,36942,645746,175844.0,469902,3411002.0,2015,3,BROOKLYN
3-05584-7501,1012 39 STREET,BOROUGH PARK,R2-CONDOMINIUM,16,1989.0,10556,191169,93737.0,97432,713003.0,2015,3,BROOKLYN
3-05590-7502,970 41 STREET,BOROUGH PARK,R4-CONDOMINIUM,50,2005.0,52818,1365345,584695.0,780650,6048002.0,2015,3,BROOKLYN
3-05597-7501,4201 FT HAMILTON PARKWAY,BOROUGH PARK,R4-CONDOMINIUM,10,2005.0,17573,293645,139881.0,153764,1104004.0,2015,3,BROOKLYN
3-05608-7501,1025 45 STREET,BOROUGH PARK,R2-CONDOMINIUM,26,1923.0,25868,376638,172022.0,204616,1416997.0,2015,3,BROOKLYN
3-05610-7501,1204 44 STREET,BOROUGH PARK,R2-CONDOMINIUM,3,1999.0,4446,77983,32900.0,45083,327000.0,2015,3,BROOKLYN
3-05645-7501,5024 10 AVENUE,BOROUGH PARK,R2-CONDOMINIUM,8,2007.0,9527,145858,85648.0,60210,423000.0,2015,3,BROOKLYN
3-05645-7502,960 50 STREET,BOROUGH PARK,R4-CONDOMINIUM,8,2009.0,12505,259104,83158.0,175946,1321000.0,2015,3,BROOKLYN
3-05672-7501,858 54 STREET,BOROUGH PARK,R2-CONDOMINIUM,12,2006.0,9628,203055,82416.0,120639,908000.0,2015,3,BROOKLYN
3-05690-7503,1267 57 STREET,BOROUGH PARK,RR-CONDOMINIUM,12,2007.0,24547,402325,237860.0,164465,1176000.0,2015,3,BROOKLYN
3-05703-7502,5823 11 AVENUE,BOROUGH PARK,R2-CONDOMINIUM,12,1999.0,20348,360974,191678.0,169296,1233000.0,2015,3,BROOKLYN
3-05768-7502,6714 14 AVENUE,DYKER HEIGHTS,R2-CONDOMINIUM,7,2003.0,6592,113448,43969.0,69479,503001.0,2015,3,BROOKLYN
3-05891-7501,7115 3 AVENUE,BAY RIDGE,R9-CONDOMINIUM,13,1920.0,12682,168417,79263.0,89154,601000.0,2015,3,BROOKLYN
3-05891-7502,7123 3 AVENUE,BAY RIDGE,R9-CONDOMINIUM,18,1914.0,16737,208878,89208.0,119670,790000.0,2015,3,BROOKLYN
3-06092-7501,106 BATTERY AVENUE,BAY RIDGE,R2-CONDOMINIUM,11,1988.0,8088,189987,84762.0,105225,804999.0,2015,3,BROOKLYN
3-06092-7503,118 BATTERY AVENUE,BAY RIDGE,R2-CONDOMINIUM,12,2004.0,22160,403977,199218.0,204759,1500000.0,2015,3,BROOKLYN
3-06099-7501,52 92 STREET,BAY RIDGE,R4-CONDOMINIUM,30,2001.0,34103,720255,276234.0,444021,3344997.0,2015,3,BROOKLYN
3-06113-7501,233 95 STREET,BAY RIDGE,R2-CONDOMINIUM,9,1985.0,5446,90077,38394.0,51683,369999.0,2015,3,BROOKLYN
3-06120-7501,115 96 STREET,BAY RIDGE,R4-CONDOMINIUM,14,1988.0,18432,353341,152801.0,200540,1484000.0,2015,3,BROOKLYN
3-06120-7502,9511 SHORE ROAD,BAY RIDGE,R4-CONDOMINIUM,103,1957.0,109317,1973172,1135804.0,837368,6121002.0,2015,3,BROOKLYN
3-06133-7501,9935 SHORE ROAD,BAY RIDGE,R4-CONDOMINIUM,24,2004.0,30793,577677,211856.0,365821,2695998.0,2015,3,BROOKLYN
3-06134-7501,336 99 STREET,BAY RIDGE,R2-CONDOMINIUM,15,1983.0,10971,192212,91718.0,100494,730005.0,2015,3,BROOKLYN
3-06135-7501,9921 4 AVENUE,BAY RIDGE,R4-CONDOMINIUM,52,1987.0,47420,838386,309178.0,529208,3851008.0,2015,3,BROOKLYN
3-06137-7502,10002 4 AVENUE,BAY RIDGE,R4-CONDOMINIUM,18,2008.0,20790,501663,215384.0,286279,2199002.0,2015,3,BROOKLYN
3-06171-7501,1765 71 STREET,BENSONHURST,R2-CONDOMINIUM,5,2006.0,4312,104652,44931.0,59721,458996.0,2015,3,BROOKLYN
3-06241-7501,7620 BAY PARKWAY,BENSONHURST,R4-CONDOMINIUM,18,2005.0,28750,721913,242363.0,479550,3702999.0,2015,3,BROOKLYN
3-06251-7501,2080 77 STREET,BENSONHURST,R2-CONDOMINIUM,28,1920.0,28800,452736,221184.0,231552,1637998.0,2015,3,BROOKLYN
3-06253-7501,10 AVENUE P,BENSONHURST,R4-CONDOMINIUM,65,1939.0,64800,1008288,596160.0,412128,2908004.0,2015,3,BROOKLYN
3-06253-7502,105 KINGS HIGHWAY,BENSONHURST,R4-CONDOMINIUM,19,2003.0,35700,1023876,414834.0,609042,4766995.0,2015,3,BROOKLYN
3-06269-7501,7902 15 AVENUE,BENSONHURST,R2-CONDOMINIUM,13,2002.0,14438,271001,85329.0,185672,1360003.0,2015,3,BROOKLYN
3-06300-7501,2281 82 STREET,BENSONHURST,R2-CONDOMINIUM,8,1997.0,8991,100609,58442.0,42167,268004.0,2015,3,BROOKLYN
3-06322-7501,8405 13 AVENUE,DYKER HEIGHTS,R2-CONDOMINIUM,12,1987.0,9626,152476,40911.0,111565,791000.0,2015,3,BROOKLYN
3-06362-7501,8642 16 AVENUE,BATH BEACH,R2-CONDOMINIUM,6,2006.0,10500,225960,104055.0,121905,920999.0,2015,3,BROOKLYN
3-06370-7504,88 BAY 20 STREET,BATH BEACH,R2-CONDOMINIUM,7,2012.0,12274,228910,103715.0,125195,921000.0,2015,3,BROOKLYN
3-06405-7501,147 BAY 20 STREET,BATH BEACH,R4-CONDOMINIUM,16,1985.0,14462,260171,120035.0,140136,1023997.0,2015,3,BROOKLYN
3-06411-7501,153/-59 BAY 26 STREET,BATH BEACH,R9-CONDOMINIUM,28,1922.0,18964,251463,131989.0,119474,805000.0,2015,3,BROOKLYN
3-06414-7501,8686 BAY PARKWAY,BATH BEACH,R4-CONDOMINIUM,32,2007.0,36913,616816,247317.0,369499,2657000.0,2015,3,BROOKLYN
3-06425-7501,1428 BATH AVENUE,BATH BEACH,R2-CONDOMINIUM,12,2001.0,15224,289104,111592.0,177512,1310995.0,2015,3,BROOKLYN
3-06439-7501,182 BAY 22 STREET,BATH BEACH,R2-CONDOMINIUM,16,1933.0,14115,200574,120260.0,80314,553000.0,2015,3,BROOKLYN
3-06494-7501,622 FOSTER AVENUE,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,35,2006.0,52645,1110810,430110.0,680700,5123999.0,2015,3,BROOKLYN
3-06503-7501,842 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,15,2013.0,26060,549345,231673.0,317672,410248.0,2015,3,BROOKLYN
3-06532-7501,1189 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-CONDOMINIUM,13,2007.0,25685,734591,298717.0,435874,3411002.0,2015,3,BROOKLYN
3-06548-7501,2245 60 STREET,BOROUGH PARK,R2-CONDOMINIUM,6,1999.0,11269,262117,112352.0,149765,1144996.0,2015,3,BROOKLYN
3-06550-7501,2231 62 STREET,BOROUGH PARK,R4-CONDOMINIUM,8,2006.0,10274,188733,79315.0,109418,803006.0,2015,3,BROOKLYN
3-06552-7501,2231 64 STREET,BOROUGH PARK,R2-CONDOMINIUM,12,2006.0,11427,277219,118955.0,158264,1216994.0,2015,3,BROOKLYN
3-06555-7501,1380 DAHILL ROAD,BOROUGH PARK,R4-ELEVATOR,14,2006.0,10670,223003,92722.0,130281,979006.0,2015,3,BROOKLYN
3-06557-7502,6214 24 AVENUE,BOROUGH PARK,R4-CONDOMINIUM,22,2007.0,29596,571795,224634.0,347161,2573001.0,2015,3,BROOKLYN
3-06562-7501,2469 65 STREET,BOROUGH PARK,R4-CONDOMINIUM,8,2004.0,10880,192794,75942.0,116852,849998.0,2015,3,BROOKLYN
3-06578-7501,6501 BAY PARKWAY,GRAVESEND,R4-CONDOMINIUM,10,2005.0,14986,284884,155405.0,129479,956999.0,2015,3,BROOKLYN
3-06578-7502,1379 WEST 7 STREET,GRAVESEND,R4-CONDOMINIUM,8,2005.0,9417,172990,72699.0,100291,735998.0,2015,3,BROOKLYN
3-06579-7501,1460 WEST 5 STREET,GRAVESEND,R4-CONDOMINIUM,10,2003.0,13257,236903,108973.0,127930,933001.0,2015,3,BROOKLYN
